feature,importance
MORTGAGE30US_pct,0.00027177302220841897
CSUSHPINSA_lag3,0.00026906266734152935
MICH_lag12,0.000268557619288275
T10Y2Y_lag6,0.00026771136557191753
ICSA_yoy,0.00026578059149355863
CIVPART_yoy,0.00026554389846691017
TEDRATE_lag6,0.00026508672071503945
HOUST_pct,0.0002639999542030468
FEDFUNDS_pct,0.00025892313923223906
GS10_pct,0.0002549780120897377
U6RATE_pct,0.00025403409465317564
PSAVERT_vol3,0.0002516887064471735
HOUST_lag1,0.00025003615270885747
ANFCI,0.00024304296273472222
CC4WSA_pct,0.00024198218970436099
HOUST_lag3,0.00024058752586837216
DGORDER_pct,0.00023490075951776814
GASREGW_ma3,0.0002341834227845852
MORTGAGE30US_vol3,0.00023211769869603262
GS10_yoy,0.00023102226042983378
