feature,importance
FMNHSHPSIUS_lag6,0.00021043702825885674
CSUSHPINSA_lag6,0.0002006952626050275
HOUST_lag12,0.0001983473561947198
CC4WSA_ma3,0.0001982196065362456
CUSR0000SEHA_yoy,0.0001949425331972352
UNRATE_lag3,0.0001937102274655945
GS10_lag12,0.00019217469277244765
HOUST_lag6,0.00019072310979421342
SP500_lag6,0.00018944524189829263
MORTGAGE30US_lag1,0.00018573219678784525
SP500_vol3,0.00018539590173251056
DSPIC96_lag6,0.00017247707206711306
GS10_ma3,0.00017236387200234387
SP500_lag12,0.0001649393393422711
FEDFUNDS_lag12,0.00016451407839972827
DGORDER_lag12,0.00016362204303163312
GS10_lag6,0.0001587790820102172
PERMIT_lag3,0.00015625773512990552
CPIUFDSL,0.00015367065512411802
CSUSHPINSA_ma3,0.00014815632408145978
